code_ecole,nom_ecole,nature,autorite,niveau,genre,region,gouvernorat,liwa,qada,adresse,type_zone,periode,directorate,code_directorate
110112,اليرموك الاساسية الاولى للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة بدر - الحي:الهلال - الشارع:ابو بكر الصولي,مدينة,فترة صباحية,قصبة عمان ,1101
110113,فاطمه بنت عبدالملك الاساسية للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة راس العين - الحي:جبل النظيف - الشارع:شارع الأبطال,مدينة,فترة واحدة,قصبة عمان ,1101
110114,النظيف الاساسية الثانية للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة راس العين - الحي:النظيف - الشارع:عبدالله بن الزبير,مدينة,فترة مسائية,قصبة عمان ,1101
110115,الكرامة الاساسية للبنات,publique,وزارة التربية و التعليم,المرحلة الثانوية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة بدر - الحي:حي ابو حليوه - الشارع:باب الساهره,مدينة,فترة واحدة,قصبة عمان ,1101
110116,الجبل الاخضر الاساسية الثانية للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة بدر - الحي:الاخضر - الشارع:السنابل,مدينة,فترة مسائية,قصبة عمان ,1101
110117,بيت المقدس الاساسيه الثانيه للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة راس العين - الحي:حي الاخضر - الشارع:شارع القدس,مدينة,فترة مسائية,قصبة عمان ,1101
110119,عبدالله سراج الاساسيه للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة بدر - الحي:حي نزال - الشارع:فوزي بركات الشريدة,مدينة,فترة صباحية,قصبة عمان ,1101
110120,عثمان بن عفان الاساسية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,حي نزال/بدر -ش.فوزي بركات الشريدة,مدينة,فترة واحدة,قصبة عمان ,1101
110123,ابراهيم المازني الاساسية للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة بدر - الحي:الجبل الاخضر - الشارع:شكري العسيلي,مدينة,فترة واحدة,قصبة عمان ,1101
110124,النظيف الاساسية  الاولى المخنلطه,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة راس العين - الحي:جبل االنظيف - الشارع:عبد الله بن الزبير,مدينة,فترة صباحية,قصبة عمان ,1101
113785,الشيماء الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة راس العين - الحي:حي الوحدات- الشارع:مالك العوران,مدينة,فترة صباحية,قصبة عمان ,1101
110126,عاتكة بنت زيد الاساسية المختلطة الثانية,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة راس العين - الحي:جبل النظيف - الشارع:ناجي العزام,مدينة,فترة مسائية,قصبة عمان ,1101
110127,غرناطة الاساسيه الاولى للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة بدر - الحي:الاخضر - الشارع:حمدي بن حجازي,مدينة,فترة صباحية,قصبة عمان ,1101
110128,فاطمة الزهراء الثانوية الشاملة للبنات,publique,وزارة التربية و التعليم,المرحلة الثانوية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:الاشرفية - الشارع:التاج,مدينة,فترة واحدة,قصبة عمان ,1101
110129,خولة بنت الازور الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة اليرموك - الحي:الاشرفية - الشارع:التاج,مدينة,فترة واحدة,قصبة عمان ,1101
110130,زيد بن شاكر الاساسية الثانية للبنين,publique,وزارة التربية و التعليم,المرحلة الأساسية,ذكور ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة راس العين - الحي:الروضة - الشارع:مالك بن دينار,مدينة,فترة مسائية,قصبة عمان ,1101
110131,حي نزال الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة بدر - الحي:نزال - الشارع:باب الساهرة,مدينة,فترة واحدة,قصبة عمان ,1101
110132,عمير بن ابي وقاص الاساسيه المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة بدر - الحي:وادي عبدون - الشارع:شاه الله,مدينة,فترة واحدة,قصبة عمان ,1101
110133,ربة عمون الاساسية الاولى للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة راس العين - اوادي عبدون /حي القيسية - الشارع:الدربيسي,مدينة,فترة صباحية,قصبة عمان ,1101
110134,عائشه بنت طلحه الاساسية المختلطة,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة زهران - الحي:زهران - الشارع:الخطيب,مدينة,فترة واحدة,قصبة عمان ,1101
110135,اروى بنت الحارث الاساسية للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة زهران - الحي:جبل عمان - الشارع:الرينبو,مدينة,فترة واحدة,قصبة عمان ,1101
110137,شجرة الدر الاساسية الاولى للبنات,publique,وزارة التربية و التعليم,المرحلة الأساسية,اناث,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة بدر - الحي:الهلال - الشارع:بني تميم,مدينة,فترة صباحية,قصبة عمان ,1101
110138,شجرة الدر الاساسية المختلطة الثانية,publique,وزارة التربية و التعليم,المرحلة الأساسية,مختلطة ,الوسط  ,العاصمة عمان,لواء قصبة عمان, قصبة عمان,منطقة بدر - الحي:الذراع الغربي-حي الهلال - الشارع:بني تميم,مدينة,فترة مسائية,قصبة عمان ,1101
