nom_ar,nom_en,muhafaza_ar,muhafaza_en,wilaya_ar,wilaya_en,type
صفيه بنت عبدالمطلب للتعليم الاساسى للبنات الصفوف (9-12),Safia bint Abd-Almotalib,محافظة شمال الباطنة,Al Batinah North,الخابورة,,حكومية / Public
سلمه بن سعـد للتعليم الاساسى للبنين الصفوف (5-12),Salamah bin Saad,محافظة شمال الباطنة,Al Batinah North,الخابورة,,حكومية / Public
أمامة بنت حمزة بن عبدالمطلب للتعليم الاساسى للبنات الصفوف (9-12),Umamah bint Hazah bin Abdullmutalib,محافظة شمال الباطنة,Al Batinah North,الخابورة,,حكومية / Public
وادى الحواسنه للتعليم الاساسى الصفوف (1-12),Wadi Alhawasnah,محافظة شمال الباطنة,Al Batinah North,الخابورة,,حكومية / Public
الاعتصام للتعليم الاساسى الصفوف (1-4),aleatesam,محافظة شمال الباطنة,Al Batinah North,الخابورة,,حكومية / Public
الخابوره للتعليم الاساسى الصفوف (1-4),alkhaboora,محافظة شمال الباطنة,Al Batinah North,الخابورة,,حكومية / Public
الريان للتعليم الاساسى الصفوف (1-4),alraian,محافظة شمال الباطنة,Al Batinah North,الخابورة,,حكومية / Public
دره العلم للتعليم الاساسى الصفوف (1-4),dorat alealm,محافظة شمال الباطنة,Al Batinah North,الخابورة,,حكومية / Public
زهره المدائن للتعليم الاساسى الصفوف (1-4),zahrat almadaen,محافظة شمال الباطنة,Al Batinah North,الخابورة,,حكومية / Public
مدرسة الأمل الواعد الخاصة,مدرسة الأمل الواعد الخاصة,محافظة شمال الباطنة ,Al Batinah North,الخابورة,Al Khaburah,خاصة / Private
مدرسة جوهرة المعرفة الخاصة للتعليم المبكر,مدرسة جوهرة المعرفة الخاصة للتعليم المبكر,محافظة شمال الباطنة ,Al Batinah North,الخابورة,Al Khaburah,خاصة / Private
الامام راشد بن سعيد اليحمدى للتعليم الاساسى للبنبن الصفوف (5-9),AL Emam Rashid bin Saeed AL Yahmidy,محافظة شمال الباطنة,Al Batinah North,السـويق,,حكومية / Public
