Total Enrolment in Mainstream National Schools by Standard (Incl. Special Classes),,,,,,,,,,,,,,,,
Academic Year (Enrolment),Roll Number,Official Name,County Description,Local Authority Description,DEIS (Y/N),Gaeltacht Indicator (Y/N),Ethos Description,Junior Infants,Senior Infants,First Class,Second Class,Third Class,Fourth Class,Fifth Class,Sixth Class,Special Class,Enrolment per Return
2024,16143L,S N PHEADAIR AGUS PHOIL,Meath,Meath County Council,N,N,Catholic,26,12,10,11,19,12,25,15,,130
2024,16145P,BUNSCOIL LORETO,Wexford,Wexford County Council,N,N,Catholic,78,65,73,71,87,82,99,86,,641
2024,16159D,Convent Girls Senior National School,Cork,Cork County Council,N,N,Catholic,5,,23,30,33,34,46,53,25,249
2024,16160L,CLONAGHADOO N S,Offaly,Laois County Council,N,N,Catholic,7,9,5,9,6,9,14,13,10,82
2024,16166A,CARRIG N S,Tipperary,Tipperary (Nr) County Council,N,N,Catholic,6,6,7,7,4,5,9,9,6,59
2024,16170O,CLOGHANS N S,Mayo,Mayo County Council,N,N,Catholic,,,1,,3,1,1,5,,11
2024,16173U,KINAFFE N S,Mayo,Mayo County Council,Y,N,Catholic,4,9,5,8,6,10,3,5,,50
2024,16177F,LINDSAY ROAD N S,Dublin,Dublin City Council,N,N,Presbyterian,13,12,12,9,12,10,15,10,,93
2024,16186G,INCH N S,Clare,Clare County Council,N,N,Catholic,16,14,11,13,9,10,13,10,,96
2024,16202B,Castleblayney Convent National School,Monaghan,Monaghan County Council,Y,N,Catholic,,,,34,27,25,32,25,10,153
2024,16204F,S N AN MOININ RUA,Kilkenny,Kilkenny County Council,Y,N,Catholic,10,13,24,13,13,10,22,20,,125
2024,16208N,Scoil Náisíunta Naomh Feichín,Louth,Louth County Council,N,N,Catholic,39,42,33,33,40,37,45,30,12,311
2024,16211C,TWO MILE BORRIS N S,Tipperary,Tipperary (Nr) County Council,N,N,Catholic,22,14,22,12,16,13,15,10,12,136
2024,16217O,AN BHREAC CHLUAIN B,Kerry,Kerry County Council,N,N,Catholic,12,12,15,6,9,18,14,12,,98
2024,16230G,S N LISNAFUNCHIN,Kilkenny,Kilkenny County Council,N,N,Catholic,3,4,6,2,,6,5,3,,29
2024,16237U,DROMTRASNA N S,Limerick,Limerick County Council,N,N,Catholic,11,11,12,10,15,16,22,13,6,116
2024,16239B,MEENKILLY N S,Limerick,Limerick County Council,N,N,Catholic,10,15,9,12,11,13,14,12,,96
2024,16242N,S N DUMHACH BEAG,Donegal,Donegal County Council,Y,Y,Catholic,,,,,,,,4,,4
2024,16246V,DRUMCLUGH N S,Cork,Cork County Council,N,N,Catholic,2,6,2,6,6,7,1,4,,34
2024,16249E,BELLURGAN N S,Louth,Louth County Council,N,N,Catholic,11,13,11,16,15,20,11,14,,111
2024,16250M,TEMPLETUOHY N S,Tipperary,Tipperary (Nr) County Council,Y,N,Catholic,6,9,7,9,15,11,11,13,,81
2024,16259H,KILCOLMAN N S,Cork,Cork County Council,N,N,Catholic,6,1,7,6,2,8,5,4,,39
2024,16264A,ABBEYFEALE B N S 1,Limerick,Limerick County Council,Y,N,Catholic,17,9,7,10,10,18,18,9,,98
2024,16267G,ST PATRICKS BOYS NATIONAL SCHOOL,Dublin,Fingal County Council,N,N,Catholic,46,45,36,41,49,57,48,43,6,371
2024,16269K,KILLASSER NS,Mayo,Mayo County Council,Y,N,Catholic,4,3,,3,7,6,2,3,,28
2024,16271U,WATERGRASSHILL N S,Cork,Cork County Council,N,N,Catholic,37,37,47,43,57,47,56,56,9,389
2024,16276H,CARRIG N S,Tipperary,Tipperary (Nr) County Council,N,N,Catholic,25,24,30,38,27,30,29,25,,228
2024,16279N,SCOIL CHOLUIM,Donegal,Donegal County Council,Y,N,Catholic,1,,4,7,3,6,3,,,24
2024,16281A,S N Naomh Gobnait,Kerry,Kerry County Council,N,Y,Catholic,3,2,6,7,6,10,1,11,,46
2024,16283E,S N POL A TSOMAIS,Mayo,Mayo County Council,Y,Y,Catholic,2,4,8,4,,4,,3,,25
2024,16286K,CARRIGBOY N S,Cork,Cork County Council,N,N,Catholic,5,16,7,13,13,14,6,9,,83
2024,16289Q,ST JOHNS N S,Mayo,Mayo County Council,Y,N,Catholic,2,5,4,,7,6,2,10,,36
2024,16291D,CLOONCAGH N S,Roscommon,Roscommon County Council,N,N,Catholic,3,,3,4,2,2,5,2,,21
2024,16293H,S N CILL RICHILL,Galway,Galway County Council,N,N,Catholic,13,6,4,5,6,10,9,8,,61
2024,16302F,ST BRIGIDS N S,Kildare,Kildare County Council,N,N,Catholic,20,17,15,18,20,20,14,27,,151
2024,16304J,MILLTOWNPASS N S,Westmeath,Westmeath County Council,N,N,Catholic,10,4,6,6,9,5,5,9,12,66
2024,16311G,Graig na Manach Buac,Kilkenny,Kilkenny County Council,Y,N,Catholic,,,,17,11,16,10,19,3,76
2024,16316Q,ST MARYS N S,Cavan,Cavan County Council,N,N,Catholic,11,17,20,7,11,13,14,18,,111
2024,16319W,Castleblayney Convent Infants National School,Monaghan,Monaghan County Council,Y,N,Catholic,56,75,50,,,,,,11,192
2024,16332O,ST PATRICKS SNR MIXED,Dublin,Fingal County Council,N,N,Catholic,,,,,80,86,83,90,,339
2024,16333Q,ST PATRICKS JNR MIXED,Dublin,Fingal County Council,N,N,Catholic,72,62,61,81,,,,,5,281
2024,16334S,St. Bride's N.S.,Roscommon,Roscommon County Council,N,N,Catholic,10,14,9,11,11,7,15,7,,84
2024,16335U,RYLANE N S,Cork,Cork County Council,N,N,Catholic,4,5,4,9,10,8,12,14,,66
2024,16339F,S N IOSEF NAOFA,Cork,Cork City Council,N,N,Catholic,23,27,27,28,26,23,27,32,4,217
2024,16340N,BALLINAGORE MIXED N S,Westmeath,Westmeath County Council,N,N,Catholic,14,15,9,11,18,12,11,18,,108
2024,16344V,Nenagh Community National School,Tipperary,Tipperary (Nr) County Council,N,N,Multi Denominational,25,20,24,34,32,25,,,18,178
2024,16345A,SCOIL BHRÍDE,Kildare,Kildare County Council,N,N,Catholic,16,28,26,18,22,29,21,25,,185
2024,16349I,S N AN DROIM MOR,Donegal,Donegal County Council,Y,N,Catholic,21,24,21,23,14,31,22,21,28,205
2024,16352U,ST BRIGIDS BOYS N S,Dublin,Dun Laoghaire Rathdown,N,N,Catholic,41,53,56,56,54,52,48,49,,409
2024,16353W,ST BRIGIDS GIRLS N S,Dublin,Dun Laoghaire Rathdown,N,N,Catholic,44,63,59,76,60,60,87,60,,509
2024,16357H,S N FHIONNTRA,Donegal,Donegal County Council,N,N,Catholic,1,2,,2,1,4,5,7,,22
2024,16375J,FROSSES N S,Donegal,Donegal County Council,Y,N,Catholic,12,5,11,10,7,13,7,10,,75
2024,16377N,St Marys National School,Cork,Cork County Council,N,N,Catholic,42,17,24,23,31,31,43,36,12,259
2024,16379R,VALLEY N S,Mayo,Mayo County Council,Y,Y,Catholic,1,,3,3,2,1,4,,,14
2024,16384K,SN ARAINN MHOR II,Donegal,Donegal County Council,Y,Y,Catholic,1,4,2,1,6,3,1,3,,21
2024,16390F,SCOIL BHRIDE,Cavan,Cavan County Council,N,N,Catholic,8,12,,8,8,7,4,10,18,75
2024,16396R,BOHERBUE N S,Cork,Cork County Council,N,N,Catholic,28,24,27,25,20,34,19,23,,200
2024,16406R,BENNETTSBRIDGE NATIONAL SCHOOL,Kilkenny,Kilkenny County Council,N,N,Catholic,21,19,29,25,27,29,29,26,,205
2024,16409A,ST MARYS N S,Wexford,Wexford County Council,N,N,Catholic,30,22,27,30,20,24,20,31,6,210
2024,16410I,BALLINDERRY N S,Galway,Galway County Council,N,N,Catholic,24,21,22,21,36,30,21,24,,199
2024,16427C,CLONOWN N S,Roscommon,Roscommon County Council,N,N,Catholic,1,4,3,2,4,4,5,9,,32
2024,16430O,Owning National School,Kilkenny,Kilkenny County Council,N,N,Catholic,10,15,11,10,14,9,16,17,,102
2024,16431Q,S N OILIBEAR BEANNAITHE,Louth,Louth County Council,N,N,Catholic,,,1,,,,,1,,2
2024,16435B,ST CIARANS MIXED N S,Offaly,Offaly County Council,Y,N,Catholic,10,12,13,9,17,15,15,17,12,120
2024,16439J,Scoil na mBearnan,Limerick,Limerick County Council,N,N,Catholic,10,2,10,4,5,1,3,4,,39
2024,16443A,SCOIL PADRAIG NAOFA B,Limerick,Limerick City Council,Y,N,Catholic,19,21,27,23,29,27,26,30,5,207
2024,16444C,SCOIL PADRAIG NAOFA C,Limerick,Limerick City Council,Y,N,Catholic,23,28,30,25,26,24,22,23,,201
2024,16445E,ST PATRICKS NS,Kilkenny,Kilkenny County Council,Y,N,Catholic,6,8,5,5,11,11,5,12,,63
2024,16456J,SCOIL NAISIUNTA EIRC,Kerry,Kerry County Council,Y,Y,Catholic,8,6,4,8,11,4,14,7,,62
2024,16458N,INVER N S,Donegal,Donegal County Council,N,N,Church Of Ireland,2,2,2,1,5,2,4,1,,19
2024,16461C,CAISLEAIN NUA LIAMHNA,Dublin,South Dublin County Council,N,N,Catholic,79,80,63,80,85,79,80,90,8,644
2024,16464I,CASTLEBLAKENEY N S,Galway,Galway County Council,N,N,Catholic,6,8,5,6,7,5,6,3,,46
2024,16469S,St Nicholas Monastery NS,Louth,Louth County Council,Y,N,Catholic,19,18,23,35,13,17,18,17,,160
2024,16471F,ST DAVADOGS N S,Donegal,Donegal County Council,Y,N,Catholic,5,,8,2,2,5,4,5,,31
2024,16474L,CARRIGALLEN N S,Leitrim,Leitrim County Council,Y,N,Catholic,18,17,18,20,21,18,26,12,25,175
2024,16485Q,ST BRENDANS MIXED N S,Kilkenny,Kilkenny County Council,N,N,Catholic,7,5,6,4,9,5,6,8,,50
2024,16492N,RATHLEE N S,Sligo,Sligo County Council,Y,N,Catholic,8,9,16,9,4,12,7,12,,77
2024,16508C,SCOIL ATHAIN,Limerick,Limerick County Council,N,N,Catholic,15,21,14,22,17,18,25,21,,153
2024,16520P,ST MARY'S N.S.,Cavan,Cavan County Council,N,N,Catholic,2,5,,5,3,5,5,11,,36
2024,16549Q,SCOIL NAOMH PIO,Meath,Meath County Council,N,N,Catholic,5,8,7,7,7,7,11,7,,59
2024,16562I,KNOCKANILLO N S,Mayo,Mayo County Council,Y,N,Catholic,1,3,3,3,4,4,6,4,,28
2024,16566Q,SCOIL NAOMH BRID,Kildare,Kildare County Council,N,N,Catholic,43,28,25,24,27,31,30,50,,258
2024,16573N,ST BRIGIDS SCHOOL,Wicklow,Wicklow County Council,N,N,Catholic,35,41,40,49,58,53,54,59,,389
2024,16577V,ST BRIGIDS CONVENT,Dublin,Dublin City Council,N,N,Catholic,42,57,49,51,55,60,58,59,,431
2024,16596C,ST FEICHINS N SCHOOL,Galway,Galway County Council,N,N,Catholic,4,10,3,2,6,1,1,9,,36
2024,16603T,S N AN CHILLIN,Donegal,Donegal County Council,Y,N,Catholic,,,2,2,,1,2,,,7
2024,16605A,KILRANE N S,Wexford,Wexford County Council,Y,N,Catholic,32,35,23,34,48,48,39,52,18,329
2024,16608G,KILLYBEGS COMMON N S,Donegal,Donegal County Council,Y,N,Catholic,6,7,11,7,16,8,8,10,,73
2024,16611S,GLENTOGHER CON N S,Donegal,Donegal County Council,Y,N,Catholic,2,2,2,,1,2,3,1,,13
2024,16617H,BALLYADAMS N S,Laois,Laois County Council,N,N,Catholic,16,8,8,18,7,12,14,15,11,109
2024,16618J,MYNA N S,Mayo,Mayo County Council,Y,N,Catholic,11,13,9,9,9,13,14,12,,90
2024,16620T,DAINGEAN N S,Offaly,Offaly County Council,Y,N,Catholic,29,24,39,30,34,30,35,29,12,262
2024,16629O,KILTERNAN CHURCH OF IRELAND NS,Dublin,Dun Laoghaire Rathdown,N,N,Church Of Ireland,23,26,27,26,28,21,22,27,8,208
2024,16634H,ST LAURENCE O'TOOLE'S NS,Wicklow,Wicklow County Council,N,N,Catholic,34,26,28,37,33,31,36,32,7,264
2024,16639R,SN DEAGHAN O CEALLAIGH,Westmeath,Westmeath County Council,Y,N,Catholic,,,,16,24,16,13,24,,93
2024,16642G,St Francis' National School,Donegal,Donegal County Council,Y,N,Catholic,13,15,17,15,19,13,13,15,5,125
2024,16646O,ST MARYS CONVENT N S,Meath,Meath County Council,N,N,Catholic,103,91,93,43,52,47,59,61,,549
2024,16648S,ATH TREASNA G N S,Cork,Cork County Council,N,N,Catholic,9,9,14,14,14,11,11,22,,104
2024,16651H,ST CLARES CONVENT N S,Dublin,Dublin City Council,N,N,Catholic,18,22,6,24,16,14,31,28,22,181
2024,16654N,S N BRIGHDE,Kildare,Kildare County Council,N,N,Catholic,29,27,22,30,32,23,31,26,6,226
2024,16655P,ST. NICHOLAS PRIMARY SCHOOL,Meath,Meath County Council,N,N,Catholic,38,29,35,34,41,47,36,55,,315
2024,16659A,ST COLUMBAS CON G & I,Dublin,Dublin City Council,N,N,Catholic,48,55,50,56,43,41,38,40,,371
2024,16664Q,BRUCKLESS N S,Donegal,Donegal County Council,Y,N,Catholic,,1,2,1,1,4,5,3,,17
2024,16665S,ST MARYS MIXED N S,Longford,Longford County Council,Y,N,Catholic,24,20,23,29,25,26,34,32,,213
2024,16667W,TOBAR AN LEINN,Laois,Laois County Council,N,N,Catholic,14,22,26,16,25,25,12,18,12,170
2024,16671N,S N Cnoc na Naomh,Donegal,Donegal County Council,Y,Y,Catholic,15,10,13,7,11,5,17,17,,95
2024,16672P,ST PATRICKS N S,Donegal,Donegal County Council,N,N,Catholic,31,59,47,58,51,59,51,58,12,426
2024,16673R,S N BAILE CUISIN,Wexford,Wexford County Council,N,N,Catholic,23,15,15,22,20,19,15,22,5,156
2024,16675V,SCOIL NAOMH LUCAIS,Dublin,Fingal County Council,N,N,Catholic,58,57,58,62,55,72,78,77,,517
2024,16677C,Bunscoil na mBraithre,Clare,Clare County Council,N,N,Catholic,69,74,79,81,81,77,85,89,13,648
2024,16680O,SCOIL COLMCILLE,Cork,Cork City Council,Y,N,Catholic,30,28,36,39,33,29,31,19,5,250
2024,16681Q,Scoil na mBraithre Boys Snr Sch,Cork,Cork County Council,Y,N,Catholic,,,,27,40,40,36,41,39,223
2024,16683U,BISHOP MURPHY MEMORIAL BOYS SENIOR NATIONAL SCHOOL,Cork,Cork County Council,N,N,Catholic,,,,18,29,22,19,33,8,129
2024,16684W,Midleton CBS Primary School,Cork,Cork County Council,N,N,Catholic,,,20,26,21,32,33,39,30,201
2024,16695E,SCOIL NA MBRATHAR BOYS SENIOR SCHOOL,Dublin,Dublin City Council,Y,N,Catholic,14,16,18,1,,11,24,40,5,129
2024,16703A,Scoil na mBraithre,Kerry,Kerry County Council,Y,Y,Catholic,,,,16,16,19,12,18,,81
2024,16705E,SCOIL PHADRAIG NAOFA,Kildare,Kildare County Council,Y,N,Catholic,74,84,76,76,60,72,62,74,18,596
2024,16706G,ST JOSEPHS NS,Kildare,Kildare County Council,N,N,Catholic,46,54,55,52,53,56,53,55,,424
2024,16707I,SCOIL NAISIUNTA NAOMH PHEADAR,Kildare,Kildare County Council,N,N,Catholic,,,23,39,48,42,35,44,,231
2024,16712B,SCOIL NAOMH IOSAF,Limerick,Limerick County Council,N,N,Catholic,9,21,18,17,21,13,21,24,,144
2024,16713D,Scoil na mBraithre,Limerick,Limerick County Council,Y,N,Catholic,,,,10,10,8,15,8,,51
2024,16715H,ST JOHN THE BAPTIST BOYS N S,Limerick,Limerick City Council,Y,N,Catholic,,,,10,8,9,3,10,7,47
2024,16722E,SCOIL CHOLMCILLE,Meath,Meath County Council,N,N,Catholic,,,,,79,94,99,83,,355
2024,16725K,S N Mhuire na mBraithre,Tipperary,Tipperary (Sr) County Council,Y,N,Catholic,,,,27,26,24,24,23,,124
2024,16727O,Bunscoil na mBráithre Críostaí,Tipperary,Tipperary (Nr) County Council,N,N,Catholic,34,28,36,8,21,28,43,49,4,251
2024,16728Q,ST MARYS N S,Tipperary,Tipperary (Sr) County Council,N,N,Catholic,,,31,39,42,29,28,32,12,213
2024,16729S,ST PETER AND PAUL,Tipperary,Tipperary (Sr) County Council,Y,N,Catholic,14,26,41,33,35,34,59,49,,291
2024,16732H,SCOIL NAOMH SEOSAMH,Waterford,Waterford County Council,Y,N,Catholic,,,,33,29,32,33,23,,150
2024,16744O,BOHESHILL MXD,Kerry,Kerry County Council,Y,N,Catholic,4,2,3,1,,5,2,,,17
2024,16746S,BALLYGARVAN N S,Cork,Cork County Council,N,N,Catholic,30,36,61,41,52,57,46,53,,376
2024,16748W,S N na Cille,Waterford,Waterford County Council,N,N,Catholic,9,14,8,17,15,15,15,16,,109
2024,16749B,SCOIL MHUIRE GAN SMÁL,Louth,Louth County Council,N,N,Catholic,22,19,27,29,27,25,17,27,,193
2024,16750J,PAROCHIAL N S,Galway,Galway City Council,N,N,Church Of Ireland,6,5,12,11,11,12,7,7,,71
2024,16753P,ST VINCENT DE PAUL SENIOR SCHOOL,Dublin,Dublin City Council,N,N,Catholic,,,,51,65,45,75,61,,297
2024,16754R,ST VINCENTS DE PAUL JUNIOR N S,Dublin,Dublin City Council,N,N,Catholic,119,126,109,,,,,,,354
2024,16756V,S N BRIGHDE,Mayo,Mayo County Council,Y,N,Catholic,10,8,13,17,11,21,14,15,,109
2024,16759E,S N Mhuire na mBrathar,Dublin,Dublin City Council,N,N,Catholic,,,,62,60,77,70,73,,342
2024,16760M,DROMISKIN MIXED N S,Louth,Louth County Council,N,N,Catholic,28,28,34,21,28,23,28,35,4,229
2024,16762Q,S N IDE NAOFA,Galway,Galway County Council,N,N,Catholic,45,52,39,38,30,32,40,28,,304
2024,16763S,S N GLASAIN,Donegal,Donegal County Council,Y,Y,Catholic,4,6,,3,3,3,2,4,,25
2024,16764U,KILMEEDY N S,Limerick,Limerick County Council,Y,N,Catholic,6,5,3,6,6,7,5,2,,40
2024,16767D,CORONEA N S,Cavan,Cavan County Council,N,N,Catholic,2,1,3,,2,3,1,2,,14
2024,16769H,LATNAMARD N S,Monaghan,Monaghan County Council,N,N,Catholic,5,14,14,7,8,11,13,10,,82
2024,16774A,SCOIL EOIN BÁISTE,Meath,Meath County Council,N,N,Catholic,12,16,8,15,13,14,10,8,18,114
2024,16777G,S N NMH MHUIRE,Kildare,Kildare County Council,N,N,Catholic,10,13,14,13,13,17,10,14,,104
2024,16779K,SCOIL CAITLIN NAOFA,Kerry,Kerry County Council,N,Y,Catholic,,,,,1,3,3,3,,10
2024,16780S,CULMORE N S,Mayo,Mayo County Council,Y,N,Catholic,3,5,3,2,3,7,4,5,,32
2024,16786H,ST BRIGIDS PRIMARY SCHOOL,Dublin,Dublin City Council,Y,N,Catholic,27,28,28,27,32,30,32,24,,228
2024,16789N,ST ORANS N S,Donegal,Donegal County Council,Y,N,Catholic,34,23,32,28,23,29,30,33,,232
2024,16790V,S N NAOMH SEOSAMH,Meath,Meath County Council,N,N,Catholic,14,9,7,13,11,15,10,16,,95
2024,16792C,ST BRIGIDS CONVENT N S,Dublin,Dublin City Council,N,N,Catholic,36,40,41,46,54,56,59,46,5,383
2024,16794G,ST BRIGIDS N S,Dublin,Dun Laoghaire Rathdown,N,N,Church Of Ireland,14,11,12,14,13,13,14,11,,102
2024,16802C,CEANN EITIGH N S,Offaly,Offaly County Council,N,N,Catholic,12,19,16,23,14,20,20,14,,138
2024,16804G,S N Chlair na Gaillimhe,Galway,Galway County Council,N,Y,Catholic,41,43,39,45,40,28,39,38,,313
2024,16810B,EOCHAILLE ARA N S,Tipperary,Tipperary (Nr) County Council,N,N,Catholic,14,15,12,14,15,14,11,14,,109
2024,16811D,KILLALA N S,Mayo,Mayo County Council,Y,N,Catholic,11,11,14,10,8,12,6,10,,82
2024,16815L,S N NAOMH CEITHEACH,Roscommon,Roscommon County Council,N,N,Catholic,1,,,3,1,2,3,2,,12
2024,16817P,BRANNOXTOWN COMMUNITY N S,Kildare,Kildare County Council,N,N,Multi Denominational,10,14,7,9,12,10,12,7,,81
2024,16818R,S N na Leanai,Waterford,Waterford County Council,N,Y,Catholic,,,,,,,,34,,34
2024,16819T,S N GORT AN CHOIRCE,Donegal,Donegal County Council,Y,Y,Catholic,4,3,2,6,4,,4,7,5,35
2024,16820E,Scoil Cholmcille,Donegal,Donegal County Council,Y,N,Catholic,22,31,25,37,17,28,23,27,,210
2024,16821G,"Scoil Chroí Naofa, Carndomhnach",Donegal,Donegal County Council,Y,N,Catholic,11,15,18,18,25,13,19,17,,136
2024,16823K,MIN A GHABHANN N S,Donegal,Donegal County Council,Y,Y,Catholic,5,7,4,6,5,3,6,4,,40
2024,16825O,KILBRIDE NATIONAL SCHOOL,Meath,Meath County Council,N,N,Catholic,39,32,36,30,37,39,34,47,12,306
2024,16827S,SCOIL SAN LIONARD,Kilkenny,Kilkenny County Council,N,N,Catholic,6,12,16,21,19,18,13,22,,127
2024,16828U,S N Bearna na hAille,Wexford,Wexford County Council,Y,N,Catholic,12,20,13,26,16,21,17,20,,145
2024,16829W,S N LOCH AN IUBHAIR,Donegal,Donegal County Council,Y,Y,Catholic,5,1,2,5,2,4,3,1,1,24
2024,16832L,MUIRISC NS,Mayo,Mayo County Council,N,N,Catholic,7,,6,7,10,7,12,,,49
2024,16833N,KILTEALY N S,Wexford,Wexford County Council,N,N,Catholic,10,11,15,10,17,12,13,9,,97
2024,16836T,NAOMH BRIDHID,Donegal,Donegal County Council,Y,N,Catholic,5,13,15,11,9,18,10,12,,93
2024,16837V,S N DUCHORAIDH,Donegal,Donegal County Council,Y,Y,Catholic,,2,1,,1,1,1,4,,10
2024,16838A,ST. COLMCILLE'S N.S.,Westmeath,Westmeath County Council,N,N,Catholic,29,29,30,29,29,32,28,30,,236
2024,16841M,S N NMH BRIGHDE,Wexford,Wexford County Council,N,N,Catholic,26,26,24,37,32,32,27,28,,232
2024,16842O,Annyalla National School,Monaghan,Monaghan County Council,N,N,Catholic,21,24,23,28,22,25,28,33,,204
2024,16844S,SCOIL N. BREANDAN,Dublin,Fingal County Council,N,N,Catholic,18,28,22,20,24,28,25,28,,193
2024,16845U,RATHCOFFEY N S,Kildare,Kildare County Council,N,N,Catholic,20,25,30,29,31,30,21,31,,217
2024,16850N,ST GARVANS N.S.,Donegal,Donegal County Council,Y,N,Catholic,4,3,4,9,1,5,4,4,,34
2024,16854V,St. Mura's National School,Donegal,Donegal County Council,N,N,Church Of Ireland,5,3,1,3,5,4,4,5,,30
2024,16857E,S N NAOMH UINSEANN,Galway,Galway County Council,N,N,Catholic,3,14,10,11,7,8,8,13,,74
2024,16860Q,CORPUS CHRISTI N S,Dublin,Dublin City Council,N,N,Catholic,42,46,50,46,51,59,52,56,,402
2024,16865D,CLONTUBRID MIXED N S,Kilkenny,Kilkenny County Council,N,N,Catholic,2,6,6,4,6,9,5,6,,44
2024,16868J,Baile na gCailleach N S,Westmeath,Westmeath County Council,N,N,Catholic,19,20,16,14,34,20,18,23,8,172
2024,16869L,S N AN BHREACAIGH,Donegal,Donegal County Council,Y,Y,Catholic,,1,2,3,1,7,3,,5,22
2024,16871V,S N an Chroi Naofa,Kerry,Kerry County Council,Y,N,Catholic,42,44,47,50,46,35,34,50,,348
2024,16872A,CRONAN NAOFA N S,Wicklow,Wicklow County Council,N,N,Catholic,,,45,56,51,68,69,97,6,392
2024,16875G,S N NAOMH PADRAIGH,Kilkenny,Kilkenny County Council,N,N,Catholic,28,24,20,28,28,28,26,26,,208
2024,16876I,S N CAIPIN,Cork,Cork County Council,N,N,Catholic,7,8,15,16,7,12,20,16,,101
2024,16879O,S N CLOCHAR MHUIRE,Wexford,Wexford County Council,Y,N,Catholic,19,20,23,19,23,20,23,25,,172
2024,16880W,SCOIL NAOMH COLMCHILLE,Donegal,Donegal County Council,Y,N,Catholic,20,20,29,27,17,22,16,18,,169
2024,16885J,ADRIGOLE N S,Cork,Cork County Council,N,N,Catholic,3,5,,3,1,5,4,4,,25
2024,16893I,S N NAOMH LORCAN,Dublin,Dun Laoghaire Rathdown,N,N,Catholic,45,50,43,55,52,51,50,56,,402
2024,16896O,SCOIL NAOMH IDE,Limerick,Limerick County Council,N,N,Catholic,2,2,2,2,4,3,2,4,,21
2024,16898S,S N BREANDAN NAOFA,Kerry,Kerry County Council,N,N,Catholic,19,26,27,30,28,25,28,26,,209
2024,16903I,S N FOTHAR,Donegal,Donegal County Council,N,N,Catholic,6,4,3,3,4,4,5,4,,33
2024,16904K,S N LAINN CILLE,Mayo,Mayo County Council,Y,N,Catholic,6,7,10,8,12,7,9,7,,66
2024,16908S,SIXMILEBRIDGE N S,Clare,Clare County Council,N,N,Catholic,56,49,52,52,53,54,57,52,12,437
2024,16910F,SCOIL IOSAGAIN,Limerick,Limerick City Council,Y,N,Catholic,,,,40,37,41,41,57,12,228
2024,16911H,S N LEATH ARDAN,Mayo,Mayo County Council,N,N,Catholic,9,8,13,10,9,7,9,14,,79
2024,16914N,BAILE COIREIL N S,Westmeath,Westmeath County Council,N,N,Catholic,13,6,9,6,7,11,15,10,6,83
2024,16917T,NAOMH PADRAIG MEASC,Kerry,Kerry County Council,N,N,Catholic,23,20,24,20,19,27,20,23,,176
2024,16921K,S N Beal Atha na nEach,Cavan,Cavan County Council,Y,N,Catholic,26,23,30,26,28,24,33,26,12,228
2024,16923O,URBLESHANNY N S,Monaghan,Monaghan County Council,N,N,Catholic,29,35,41,44,43,39,33,39,6,309
2024,16924Q,CAOIMHIN NAOFA N S,Wicklow,Wicklow County Council,N,N,Catholic,15,14,7,22,12,13,16,19,9,127
2024,16928B,S N NAOMH PHILOMENA,Offaly,Offaly County Council,Y,N,Catholic,,,,,39,50,27,49,1,166
2024,16930L,SCOIL AN SRAITH S N,Clare,Clare County Council,Y,N,Catholic,2,4,1,4,2,2,,3,,18
2024,16932P,AUGHAWILLAN NS,Leitrim,Leitrim County Council,N,N,Catholic,4,6,6,5,3,5,3,5,,37
2024,16933R,LOCH MOR MAIGH N S,Tipperary,Tipperary (Nr) County Council,N,N,Catholic,8,10,7,8,9,10,15,9,12,88
2024,16936A,S N NAOMH PADRAIG,Galway,Galway County Council,N,N,Catholic,25,28,28,32,22,28,31,22,,216
2024,16937C,S N FHURSA,Galway,Galway City Council,N,N,Catholic,21,24,22,27,28,21,29,28,,200
2024,16938E,FR CULLEN MEMORIAL N S,Carlow,Carlow County Council,N,N,Catholic,24,25,32,22,27,32,28,21,11,222
2024,16940O,DUNDAR MHUIGHE N S,Cork,Cork County Council,N,N,Catholic,18,18,22,23,26,27,24,18,5,181
2024,16943U,NIOCHLAS N S,Galway,Galway City Council,Y,N,Catholic,19,30,21,29,41,32,40,40,19,271
2024,16945B,LISGRIFFIN N S,Cork,Cork County Council,N,N,Catholic,2,2,3,3,2,5,6,3,,26
2024,16946D,SN AN PHAIRTIN MIXED,Clare,Clare County Council,N,N,Catholic,48,36,42,31,41,32,33,40,,303
2024,16950R,S N AN CARRAIG LIATH,Waterford,Waterford County Council,N,N,Catholic,15,16,10,11,12,11,8,12,,95
2024,16954C,SCOIL MHICHIL,Monaghan,Monaghan County Council,N,N,Catholic,7,9,9,4,8,1,9,4,,51
2024,16955E,S N na Mona Fliche,Cork,Cork County Council,N,N,Catholic,5,5,9,4,12,6,3,6,,50
2024,16959M,S N CORRABHA,Cavan,Cavan County Council,Y,N,Catholic,3,3,3,2,1,1,3,1,,17
2024,16961W,KILCRUMRERAGH N S,Westmeath,Westmeath County Council,N,N,Catholic,16,17,9,14,9,15,12,10,,102
2024,16964F,SCOIL MHUIRE OGH 1,Dublin,Dublin City Council,Y,N,Catholic,,,,,43,62,57,51,1,214
2024,16966J,SCOIL NAISIUNTA STRATFORD,Dublin,Dublin City Council,N,N,Jewish,8,9,11,9,7,11,12,11,12,90
2024,16968N,S N BLAITHIN IOSA,Monaghan,Monaghan County Council,N,N,Catholic,7,3,3,2,,5,5,4,,29
