NatEmis,OldNATEMIS,NewNATEMIS,DataYear,Quarter,Province,Institution_Name,DoE_Status,Sector,Type_DoE,Phase_PED,Specialisation,OwnerLand,OwnerBuild,ExDept,ExamNo,ExamCentre,PaypointNo,ComponentNo,GIS_Long,GIS_Lat,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,SP_Code,SP_Name,EIDistrict,EICircuit,Township_Village,Suburb,Town_City,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,Demarcation_From,Demarcation_To,Learners_2023,Educators_2023
500291005,0,500291005,2023,3. Q3,5. KwaZulu Natal,Vegkop Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Primary School,2. Independent/Private,1. Public/State,3. Department of Education & Training(DET),,,,53612,30.527,-28.113,23. DC24,23. uMzinyathi District Municipality,102. KZN241,102. Endumeni Local Municipality,52401006,51902002,Glencoe Nu,Umzinyathi,,,Ntibane,,2. No,99. None,2. Lower middle 20% (No fee paying),1. Yes,16. Umzinyathi,03jan1900,1. Yes,2. Rural,0,6. KwaZulu Natal,6. KwaZulu Natal,66,5
500291042,0,500291042,2023,3. Q3,5. KwaZulu Natal,Vela Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Primary School,3. Tribal/Land Trust,1. Public/State,7. House of Delegates(HOD),,,,240158,31.51,-28.496,27. DC28,27. King Cetshwayo District Municipality,121. KZN285,121. Mthonjaneni Local Municipality,52805001,54109007,Nobugalaza,King Cetshwayo,,,Yanguye Area,,2. No,99. None,1. Poorest 20% (No fee paying),2. No,,03jan1900,1. Yes,2. Rural,0,6. KwaZulu Natal,6. KwaZulu Natal,169,8
500291079,0,500291079,2023,3. Q3,5. KwaZulu Natal,Velabahleke High School,1. Open,1. Public,1. Ordinary School,4. Secondary School,Secondary School,1. Public/State,1. Public/State,12. Kwazulu Natal Education Department,5411436,5411436,,170040,30.877,-29.954,5. ETH,5. eThekwini Metropolitan Municipality,87. ETH,87. eThekwini Metropolitan Municipality,59500082,57288039,Umlazi H,Umlazi,,,Po Umlazi,,2. No,99. None,3. Middle 20% (No fee paying),2. No,,03jan1900,1. Yes,1. Urban,0,6. KwaZulu Natal,6. KwaZulu Natal,1692,48
500291153,0,500291153,2023,3. Q3,5. KwaZulu Natal,Velakukhanya Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Primary School,1. Public/State,1. Public/State,12. Kwazulu Natal Education Department,,,,380215,32.179,-27.766,26. DC27,26. uMkhanyakude District Municipality,115. KZN272,115. Jozini Local Municipality,52702001,53307001,Fakude,Umkhanyakude,,,On The Way To Hluhluweturn Left To Road D464 Turn,,2. No,99. None,1. Poorest 20% (No fee paying),1. Yes,14. Umkhanyakude,03jan1900,1. Yes,2. Rural,0,6. KwaZulu Natal,6. KwaZulu Natal,449,13
500291190,0,500291190,2023,3. Q3,5. KwaZulu Natal,Velamuva High School,1. Open,1. Public,1. Ordinary School,4. Secondary School,Secondary School,1. Public/State,1. Public/State,12. Kwazulu Natal Education Department,5113137,5113137,,260120,31.473,-28.996,27. DC28,27. King Cetshwayo District Municipality,120. KZN284,120. uMlalazi Local Municipality,52804015,54010001,Izingwenya,King Cetshwayo,,,Eshowe,,2. No,99. None,2. Lower middle 20% (No fee paying),2. No,,03jan1900,1. Yes,2. Rural,0,6. KwaZulu Natal,6. KwaZulu Natal,446,12
500291264,0,500291264,2023,3. Q3,5. KwaZulu Natal,Velangaye Secondary School,1. Open,1. Public,1. Ordinary School,4. Secondary School,Secondary School,3. Tribal/Land Trust,3. Tribal/Land Trust,12. Kwazulu Natal Education Department,5113346,5113346,,340164,31.166,-28.639,27. DC28,27. King Cetshwayo District Municipality,122. KZN286,122. Nkandla Local Municipality,52806006,54216001,Mabengela,King Cetshwayo,,,,,2. No,99. None,1. Poorest 20% (No fee paying),2. No,,03jan1900,1. Yes,2. Rural,0,6. KwaZulu Natal,6. KwaZulu Natal,1227,50
500291301,0,500291301,2023,3. Q3,5. KwaZulu Natal,Velangezwi Secondary School,1. Open,1. Public,1. Ordinary School,4. Secondary School,Secondary School,1. Public/State,3. Tribal/Land Trust,12. Kwazulu Natal Education Department,5413239,5413239,,270162,31.031,-29.231,28. DC29,28. Ilembe District Municipality,126. KZN294,126. Maphumulo Local Municipality,52904011,54610006,Mgwadumane,Ilembe,,,Maphumulo,,2. No,99. None,1. Poorest 20% (No fee paying),2. No,,03jan1900,1. Yes,2. Rural,0,6. KwaZulu Natal,6. KwaZulu Natal,622,20
500291338,0,500291338,2023,3. Q3,5. KwaZulu Natal,Velankosi Full Service School,1. Open,1. Public,1. Ordinary School,2. Primary School,Primary School,1. Public/State,1. Public/State,12. Kwazulu Natal Education Department,,,,280148,30.724,-27.988,25. DC26,25. Zululand District Municipality,111. KZN263,111. AbaQulusi Local Municipality,52603018,52904000,None,Zululand,,,967 Nyanda Street,,2. No,99. None,3. Middle 20% (No fee paying),1. Yes,17. Zululand,03jan1900,1. Yes,1. Urban,0,6. KwaZulu Natal,6. KwaZulu Natal,493,18
500291375,0,500291375,2023,3. Q3,5. KwaZulu Natal,Velaphansi H. School,1. Open,1. Public,1. Ordinary School,4. Secondary School,Secondary School,1. Public/State,1. Public/State,12. Kwazulu Natal Education Department,5212327,5212327,,280147,30.556,-28.171,23. DC24,23. uMzinyathi District Municipality,103. KZN242,103. Nquthu Local Municipality,52402016,52008020,Ohaleni,Umzinyathi,,,Nquthu,,2. No,99. None,1. Poorest 20% (No fee paying),1. Yes,16. Umzinyathi,03jan1900,1. Yes,2. Rural,0,6. KwaZulu Natal,6. KwaZulu Natal,195,8
500291412,0,500291412,2023,3. Q3,5. KwaZulu Natal,Velaphi High School,1. Open,1. Public,1. Ordinary School,4. Secondary School,Secondary School,1. Public/State,1. Public/State,14. New Education Department,5212236,5212236,,222200,30.265,-28.638,23. DC24,23. uMzinyathi District Municipality,104. KZN244,104. Msinga Local Municipality,52404002,,,Umzinyathi,,,,,2. No,99. None,1. Poorest 20% (No fee paying),1. Yes,16. Umzinyathi,03jan1900,1. Yes,,0,6. KwaZulu Natal,6. KwaZulu Natal,273,8
500291449,0,500291449,2023,3. Q3,5. KwaZulu Natal,Veldenvlei Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Primary School,1. Public/State,1. Public/State,12. Kwazulu Natal Education Department,,,,74161,32.057,-28.739,27. DC28,27. King Cetshwayo District Municipality,119. KZN282,119. uMhlathuze Local Municipality,52802002,53812005,Veld-En-Vlei,King Cetshwayo,,,Veldenvlei,,2. No,99. None,5. Richest 20% (Fee paying),2. No,,03jan1900,2. No,2. Rural,0,6. KwaZulu Natal,6. KwaZulu Natal,1082,58
500291523,0,500291523,2023,3. Q3,5. KwaZulu Natal,Velimemeze Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Primary School,1. Public/State,1. Public/State,12. Kwazulu Natal Education Department,,,,130172,30.503,-30.559,20. DC21,20. Ugu District Municipality,89. KZN213,89. Umzumbe Local Municipality,52103016,50314013,Velumemeze,Ugu,,,Hibberdene,,2. No,99. None,2. Lower middle 20% (No fee paying),1. Yes,12. Ugu,03jan1900,1. Yes,2. Rural,0,6. KwaZulu Natal,6. KwaZulu Natal,185,7
500291560,0,500291560,2023,3. Q3,5. KwaZulu Natal,Velobala Junior Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Primary School,3. Tribal/Land Trust,1. Public/State,12. Kwazulu Natal Education Department,,,,360233,31.188,-27.35,25. DC26,25. Zululand District Municipality,110. KZN262,110. uPhongolo Local Municipality,52602003,52803002,Oranjedal,Zululand,,,Ntumbane,,2. No,99. None,2. Lower middle 20% (No fee paying),1. Yes,17. Zululand,03jan1900,1. Yes,2. Rural,0,6. KwaZulu Natal,6. KwaZulu Natal,120,5
500291597,0,500291597,2023,3. Q3,5. KwaZulu Natal,Verdriet Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Primary School,3. Tribal/Land Trust,1. Public/State,12. Kwazulu Natal Education Department,291597,,,320109,30.147,-27.99,24. DC25,24. Amajuba District Municipality,108. KZN254,108. Dannhauser Local Municipality,52504003,52606021,Kliprots,Amajuba,,Verdriet Farm,,,2. No,99. None,2. Lower middle 20% (No fee paying),2. No,,03jan1900,1. Yes,2. Rural,0,6. KwaZulu Natal,6. KwaZulu Natal,272,8
500291634,0,500291634,2023,3. Q3,5. KwaZulu Natal,Verdrukt Primary School,1. Open,1. Public,1. Ordinary School,5. Combined School,Ordinary School,3. Tribal/Land Trust,3. Tribal/Land Trust,3. Department of Education & Training(DET),,,,55347,31.423,-27.649,25. DC26,25. Zululand District Municipality,111. KZN263,111. AbaQulusi Local Municipality,52603002,52909001,Ehlomahloma,Zululand,,,,,2. No,99. None,1. Poorest 20% (No fee paying),1. Yes,17. Zululand,03jan1900,1. Yes,2. Rural,0,6. KwaZulu Natal,6. KwaZulu Natal,171,7
500291745,0,500291745,2023,3. Q3,5. KwaZulu Natal,Verulam Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Primary School,1. Public/State,1. Public/State,7. House of Delegates(HOD),,,,60713,31.041,-29.647,5. ETH,5. eThekwini Metropolitan Municipality,87. ETH,87. eThekwini Metropolitan Municipality,59500106,57289006,Grangetown,Pinetown,,,Brindhaven,,2. No,99. None,4. Upper middle 20% (Fee paying),2. No,,03jan1900,2. No,1. Urban,0,6. KwaZulu Natal,6. KwaZulu Natal,703,22
500291782,0,500291782,2023,3. Q3,5. KwaZulu Natal,Verulam Secondary School,1. Open,1. Public,1. Ordinary School,4. Secondary School,Secondary School,1. Public/State,1. Public/State,7. House of Delegates(HOD),5412441,5412441,,60383,31.042,-29.64,5. ETH,5. eThekwini Metropolitan Municipality,87. ETH,87. eThekwini Metropolitan Municipality,59500060,57289028,Waterloo,Pinetown,,,,,2. No,99. None,4. Upper middle 20% (Fee paying),2. No,,03jan1900,2. No,1. Urban,0,6. KwaZulu Natal,6. KwaZulu Natal,1158,33
500291819,0,500291819,2023,3. Q3,5. KwaZulu Natal,Veyana Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Primary School,1. Public/State,1. Public/State,12. Kwazulu Natal Education Department,,,,230098,32.173,-28.368,26. DC27,26. uMkhanyakude District Municipality,116. KZN275,116. Mtubatuba Local Municipality,52705013,53505003,Enqupheni,Umkhanyakude,,,Mtubatuba,,2. No,99. None,3. Middle 20% (No fee paying),1. Yes,14. Umkhanyakude,03jan1900,1. Yes,2. Rural,0,6. KwaZulu Natal,6. KwaZulu Natal,643,18
500291856,0,500291856,2023,3. Q3,5. KwaZulu Natal,Veyisi Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Primary School,3. Tribal/Land Trust,1. Public/State,12. Kwazulu Natal Education Department,,,,310089,29.87,-28.336,22. DC23,22. uThukela District Municipality,101. KZN238,101. Alfred Duma Local Municipality,52308024,51405002,Matiwane,Uthukela,,,Turn Left To Matiwaneskop Then Veyisi,,2. No,99. None,3. Middle 20% (No fee paying),2. No,,03jan1900,1. Yes,2. Rural,0,6. KwaZulu Natal,6. KwaZulu Natal,272,10
500291893,0,500291893,2023,3. Q3,5. KwaZulu Natal,Vezamafa Public Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Primary School,1. Public/State,1. Public/State,3. Department of Education & Training(DET),,,,51344,30.917,-29.783,5. ETH,5. eThekwini Metropolitan Municipality,87. ETH,87. eThekwini Metropolitan Municipality,59500092,57214014,Umngeni,Pinetown,,,Kwadabeka,,2. No,99. None,2. Lower middle 20% (No fee paying),2. No,,03jan1900,1. Yes,1. Urban,0,6. KwaZulu Natal,6. KwaZulu Natal,154,10
500291930,0,500291930,2023,3. Q3,5. KwaZulu Natal,Vezinhlanhla Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Primary School,1. Public/State,1. Public/State,12. Kwazulu Natal Education Department,,,,291510,30.703,-28.199,23. DC24,23. uMzinyathi District Municipality,103. KZN242,103. Nquthu Local Municipality,52402008,52005004,Magongoloza,Umzinyathi,,,Next To Nondweni Road,,2. No,99. None,1. Poorest 20% (No fee paying),1. Yes,16. Umzinyathi,03jan1900,1. Yes,2. Rural,0,6. KwaZulu Natal,6. KwaZulu Natal,480,17
500291967,0,500291967,2023,3. Q3,5. KwaZulu Natal,Vezokuhle Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Primary School,1. Public/State,1. Public/State,12. Kwazulu Natal Education Department,,,,210076,30.318,-29.629,21. DC22,21. uMgungundlovu District Municipality,96. KZN225,96. Msunduzi Local Municipality,52205001,51106018,Nenzokuhle,Umgungundlovu,,,Mpumuza,,2. No,99. None,3. Middle 20% (No fee paying),2. No,,03jan1900,1. Yes,2. Rural,0,6. KwaZulu Natal,6. KwaZulu Natal,555,15
500292004,0,500292004,2023,3. Q3,5. KwaZulu Natal,Vezukusa Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Primary School,1. Public/State,1. Public/State,12. Kwazulu Natal Education Department,,,,380216,32.104,-27.528,26. DC27,26. uMkhanyakude District Municipality,115. KZN272,115. Jozini Local Municipality,52702002,53308007,Ntandani,Umkhanyakude,,,,,2. No,99. None,1. Poorest 20% (No fee paying),1. Yes,14. Umkhanyakude,03jan1900,1. Yes,2. Rural,0,6. KwaZulu Natal,6. KwaZulu Natal,323,9
500292041,0,500292041,2023,3. Q3,5. KwaZulu Natal,Vicklands Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Primary School,2. Independent/Private,2. Independent/Private,3. Department of Education & Training(DET),,,,53342,29.438,-28.758,22. DC23,22. uThukela District Municipality,99. KZN235,99. Okhahlamba Local Municipality,52305012,51710001,Bergville Nu,Uthukela,,,,,2. No,99. None,1. Poorest 20% (No fee paying),2. No,,03jan1900,1. Yes,2. Rural,0,6. KwaZulu Natal,6. KwaZulu Natal,77,3
500292078,0,500292078,2023,3. Q3,5. KwaZulu Natal,Victoria Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Primary School,1. Public/State,1. Public/State,7. House of Delegates(HOD),,,,60607,31.116,-29.576,5. ETH,5. eThekwini Metropolitan Municipality,87. ETH,87. eThekwini Metropolitan Municipality,59500058,57280021,Tongaat Central,Pinetown,,Mitchell Village,,,2. No,99. None,4. Upper middle 20% (Fee paying),2. No,,03jan1900,2. No,1. Urban,0,6. KwaZulu Natal,6. KwaZulu Natal,704,27
500292115,0,500292115,2023,3. Q3,5. KwaZulu Natal,Victory Christian Academy,1. Open,2. Independent,1. Ordinary School,5. Combined School,Ordinary School,2. Independent/Private,2. Independent/Private,6. House of Assembly(HOA),,,,,31.057,-29.744,5. ETH,5. eThekwini Metropolitan Municipality,87. ETH,87. eThekwini Metropolitan Municipality,59500035,57286002,La Lucia,Umlazi,,,,,2. No,99. None,,2. No,,03jan1900,2. No,2. Rural,0,6. KwaZulu Natal,6. KwaZulu Natal,213,23
