学校コード (Code école),学校名 (Nom école),都道府県番号 (N° préfecture),都道府県名 (Préfecture),学校所在地 (Adresse),郵便番号 (Code postal),設置区分 (Type gestion),設置区分名 (Gestion),本分校 (Statut),本分校区分 (Statut nom),学校種 (Type école),属性情報設定年月日 (Date enregistrement),属性情報廃止年月日 (Date fermeture),旧学校調査番号 (Ancien numéro),移行後の学校コード (Code école successeur)
B108221700020,取手市立白山小学校,08(茨城),茨城,茨城県取手市白山２－３－１８,3020023,2(公),公,1(本),本,B1(小学校),2020/12/22,,080422,
B108221700039,取手市立永山小学校,08(茨城),茨城,茨城県取手市下高井２３４０,3020038,2(公),公,1(本),本,B1(小学校),2020/12/22,,080423,
B108221700048,取手市立寺原小学校,08(茨城),茨城,茨城県取手市井野台５－１４－１,3020015,2(公),公,1(本),本,B1(小学校),2020/12/22,,080424,
B108221700057,取手市立高井小学校,08(茨城),茨城,茨城県取手市ゆめみ野三丁目２２番地１,3020039,2(公),公,1(本),本,B1(小学校),2020/12/22,,080431,
B108221700066,取手市立取手東小学校,08(茨城),茨城,茨城県取手市吉田４００,3020007,2(公),公,1(本),本,B1(小学校),2020/12/22,,080433,
B108221700075,取手市立戸頭小学校,08(茨城),茨城,茨城県取手市戸頭三丁目２１－１,3020034,2(公),公,1(本),本,B1(小学校),2020/12/22,,080434,
B108221700084,取手市立取手西小学校,08(茨城),茨城,茨城県取手市稲７０,3020026,2(公),公,1(本),本,B1(小学校),2020/12/22,,080435,
B108221700093,取手市立藤代小学校,08(茨城),茨城,茨城県取手市藤代５３,3001512,2(公),公,1(本),本,B1(小学校),2020/12/22,,081741,
B108221700100,取手市立山王小学校,08(茨城),茨城,茨城県取手市山王３８０,3001544,2(公),公,1(本),本,B1(小学校),2020/12/22,,081742,
B108221700119,取手市立六郷小学校,08(茨城),茨城,茨城県取手市清水３７３－１,3001535,2(公),公,1(本),本,B1(小学校),2020/12/22,,081743,
B108221700128,取手市立久賀小学校,08(茨城),茨城,茨城県取手市萱場６０,3001504,2(公),公,1(本),本,B1(小学校),2020/12/22,,081745,
B108221700137,取手市立宮和田小学校,08(茨城),茨城,茨城県取手市藤代南３－１１－１,3001516,2(公),公,1(本),本,B1(小学校),2020/12/22,,081746,
B108221700146,取手市立桜が丘小学校,08(茨城),茨城,茨城県取手市桜が丘二丁目１７番１号,3001525,2(公),公,1(本),本,B1(小学校),2020/12/22,,081747,
B108221900019,牛久市立牛久小学校,08(茨城),茨城,茨城県牛久市牛久町２６１９,3001221,2(公),公,1(本),本,B1(小学校),2020/12/22,,081131,
B108221900028,牛久市立岡田小学校,08(茨城),茨城,茨城県牛久市岡見町２０５０－２,3001204,2(公),公,1(本),本,B1(小学校),2020/12/22,,081133,
B108221900037,牛久市立牛久第二小学校,08(茨城),茨城,茨城県牛久市田宮町５３０,3001236,2(公),公,1(本),本,B1(小学校),2020/12/22,,081134,
B108221900046,牛久市立中根小学校,08(茨城),茨城,茨城県牛久市中根町２３５番地,3001202,2(公),公,1(本),本,B1(小学校),2020/12/22,,081135,
B108221900055,牛久市立向台小学校,08(茨城),茨城,茨城県牛久市牛久町１６０６番地,3001221,2(公),公,1(本),本,B1(小学校),2020/12/22,,081136,
B108221900064,牛久市立神谷小学校,08(茨城),茨城,茨城県牛久市神谷４－１４,3001216,2(公),公,1(本),本,B1(小学校),2020/12/22,,081137,
B108221900073,牛久市立ひたち野うしく小学校,08(茨城),茨城,茨城県牛久市ひたち野西２丁目１１番地,3001206,2(公),公,1(本),本,B1(小学校),2020/12/22,,081138,
B108222000016,つくば市立茎崎第一小学校,08(茨城),茨城,茨城県つくば市高崎２２９０番地,3001245,2(公),公,1(本),本,B1(小学校),2020/12/22,,081141,
B108222000025,つくば市立茎崎第二小学校,08(茨城),茨城,茨城県つくば市上岩崎１０７６,3001274,2(公),公,1(本),本,B1(小学校),2020/12/22,,081142,
B108222000034,つくば市立茎崎第三小学校,08(茨城),茨城,茨城県つくば市小茎７９８－１,3001255,2(公),公,1(本),本,B1(小学校),2020/12/22,,081143,
B108222000043,つくば市立栄小学校,08(茨城),茨城,茨城県つくば市金田５４,3050018,2(公),公,1(本),本,B1(小学校),2020/12/22,,081271,
B108222000052,つくば市立九重小学校,08(茨城),茨城,茨城県つくば市上ノ室２１２６,3050023,2(公),公,1(本),本,B1(小学校),2020/12/22,,081272,
B108222000061,つくば市立桜南小学校,08(茨城),茨城,茨城県つくば市大角豆７８９－１,3050043,2(公),公,1(本),本,B1(小学校),2020/12/22,,081273,
B108222000070,つくば市立栗原小学校,08(茨城),茨城,茨城県つくば市栗原２０１８,3050001,2(公),公,1(本),本,B1(小学校),2020/12/22,,081274,
B108222000089,つくば市立竹園東小学校,08(茨城),茨城,茨城県つくば市竹園３丁目１３番地,3050032,2(公),公,1(本),本,B1(小学校),2020/12/22,,081275,
B108222000098,つくば市立並木小学校,08(茨城),茨城,茨城県つくば市並木２－１２,3050044,2(公),公,1(本),本,B1(小学校),2020/12/22,,081276,
B108222000105,つくば市立吾妻小学校,08(茨城),茨城,茨城県つくば市吾妻２－１６,3050031,2(公),公,1(本),本,B1(小学校),2020/12/22,,081277,
B108222000114,つくば市立竹園西小学校,08(茨城),茨城,茨城県つくば市竹園２－１９－４,3050032,2(公),公,1(本),本,B1(小学校),2020/12/22,,081278,
B108222000123,つくば市立谷田部小学校,08(茨城),茨城,茨城県つくば市谷田部２９３８,3050861,2(公),公,1(本),本,B1(小学校),2020/12/22,,081301,
B108222000132,つくば市立真瀬小学校,08(茨城),茨城,茨城県つくば市真瀬２１０３,3002656,2(公),公,1(本),本,B1(小学校),2020/12/22,,081302,
B108222000141,つくば市立島名小学校,08(茨城),茨城,茨城県つくば市島名５３７－１,3002655,2(公),公,1(本),本,B1(小学校),2020/12/22,,081303,
B108222000150,つくば市立葛城小学校,08(茨城),茨城,茨城県つくば市苅間６８９,3050822,2(公),公,1(本),本,B1(小学校),2020/12/22,,081304,
B108222000169,つくば市立柳橋小学校,08(茨城),茨城,茨城県つくば市柳橋３６０番地,3050842,2(公),公,1(本),本,B1(小学校),2020/12/22,,081305,
B108222000178,つくば市立小野川小学校,08(茨城),茨城,茨城県つくば市館野７３１,3050067,2(公),公,1(本),本,B1(小学校),2020/12/22,,081306,
B108222000187,つくば市立松代小学校,08(茨城),茨城,茨城県つくば市松代３－３－１,3050035,2(公),公,1(本),本,B1(小学校),2020/12/22,,081307,
B108222000196,つくば市立手代木南小学校,08(茨城),茨城,茨城県つくば市松代４－２４,3050035,2(公),公,1(本),本,B1(小学校),2020/12/22,,081308,
B108222000203,つくば市立谷田部南小学校,08(茨城),茨城,茨城県つくば市境田１９１－１,3050867,2(公),公,1(本),本,B1(小学校),2020/12/22,,081309,
B108222000212,つくば市立二の宮小学校,08(茨城),茨城,茨城県つくば市二の宮４－１１,3050051,2(公),公,1(本),本,B1(小学校),2020/12/22,,081310,
B108222000221,つくば市立東小学校,08(茨城),茨城,茨城県つくば市東２－２４－１,3050046,2(公),公,1(本),本,B1(小学校),2020/12/22,,081311,
B108222000230,つくば市立上郷小学校,08(茨城),茨城,茨城県つくば市上郷２４９９番地,3002645,2(公),公,1(本),本,B1(小学校),2020/12/22,,081341,
B108222000249,つくば市立沼崎小学校,08(茨城),茨城,茨城県つくば市沼崎１６５０,3002631,2(公),公,1(本),本,B1(小学校),2020/12/22,,081342,
B108222000258,つくば市立今鹿島小学校,08(茨城),茨城,茨城県つくば市今鹿島１７６２,3002641,2(公),公,1(本),本,B1(小学校),2020/12/22,,081343,
B108222000267,つくば市立大曽根小学校,08(茨城),茨城,茨城県つくば市大曽根２９１７,3003253,2(公),公,1(本),本,B1(小学校),2020/12/22,,081371,
B108222000276,つくば市立前野小学校,08(茨城),茨城,茨城県つくば市前野１３６７,3003267,2(公),公,1(本),本,B1(小学校),2020/12/22,,081372,
B108222000285,つくば市立要小学校,08(茨城),茨城,茨城県つくば市要４４９－１,3002622,2(公),公,1(本),本,B1(小学校),2020/12/22,,081373,
B108222000294,つくば市立吉沼小学校,08(茨城),茨城,茨城県つくば市吉沼１０１０,3002617,2(公),公,1(本),本,B1(小学校),2020/12/22,,081374,
B108222000301,つくば市立香取台小学校,08(茨城),茨城,茨城県つくば市島名１７１６番地（香取台Ａ５０街区１画地）,3002657,2(公),公,1(本),本,B1(小学校),2023/5/1,,,
B108222000310,つくば市立研究学園小学校,08(茨城),茨城,茨城県つくば市研究学園二丁目２６番地,3050817,2(公),公,1(本),本,B1(小学校),2023/5/1,,,
B108222000329,つくば市立みどりの南小学校,08(茨城),茨城,茨城県つくば市みどりの南１０６番地３,3050884,2(公),公,1(本),本,B1(小学校),2024/5/1,,,
B108222100015,ひたちなか市立那珂湊第一小学校,08(茨城),茨城,茨城県ひたちなか市山ノ上町１番１号,3111224,2(公),公,1(本),本,B1(小学校),2020/12/22,,080231,
B108222100024,ひたちなか市立那珂湊第二小学校,08(茨城),茨城,茨城県ひたちなか市富士ノ上１０－１,3111218,2(公),公,1(本),本,B1(小学校),2020/12/22,,080232,
B108222100033,ひたちなか市立那珂湊第三小学校,08(茨城),茨城,茨城県ひたちなか市西十三奉行１３２５１－１,3111206,2(公),公,1(本),本,B1(小学校),2020/12/22,,080233,
B108222100042,ひたちなか市立平磯小学校,08(茨城),茨城,茨城県ひたちなか市平磯町２５０,3111203,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2021/5/27,080234,
B108222100051,ひたちなか市立磯崎小学校,08(茨城),茨城,茨城県ひたちなか市磯崎町４５９８,3111202,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2021/5/27,080235,
B108222100060,ひたちなか市立阿字ケ浦小学校,08(茨城),茨城,茨城県ひたちなか市阿字ケ浦町７４４,3111201,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2021/5/27,080236,
B108222100079,ひたちなか市立中根小学校,08(茨城),茨城,茨城県ひたちなか市中根１８６３,3120011,2(公),公,1(本),本,B1(小学校),2020/12/22,,080331,
B108222100088,ひたちなか市立勝倉小学校,08(茨城),茨城,茨城県ひたちなか市勝倉３０１０,3120024,2(公),公,1(本),本,B1(小学校),2020/12/22,,080332,
B108222100097,ひたちなか市立三反田小学校,08(茨城),茨城,茨城県ひたちなか市三反田３０６５番地,3120021,2(公),公,1(本),本,B1(小学校),2020/12/22,,080333,
B108222100104,ひたちなか市立枝川小学校,08(茨城),茨城,茨城県ひたちなか市枝川１６０,3120035,2(公),公,1(本),本,B1(小学校),2020/12/22,,080334,
B108222100113,ひたちなか市立東石川小学校,08(茨城),茨城,茨城県ひたちなか市東石川１－１－１,3120052,2(公),公,1(本),本,B1(小学校),2020/12/22,,080335,
B108222100122,ひたちなか市立市毛小学校,08(茨城),茨城,茨城県ひたちなか市市毛８２５,3120033,2(公),公,1(本),本,B1(小学校),2020/12/22,,080336,
B108222100131,ひたちなか市立前渡小学校,08(茨城),茨城,茨城県ひたちなか市馬渡３０９,3120012,2(公),公,1(本),本,B1(小学校),2020/12/22,,080337,
B108222100140,ひたちなか市立佐野小学校,08(茨城),茨城,茨城県ひたちなか市稲田７６,3120061,2(公),公,1(本),本,B1(小学校),2020/12/22,,080338,
B108222100159,ひたちなか市立堀口小学校,08(茨城),茨城,茨城県ひたちなか市堀口５８８,3120034,2(公),公,1(本),本,B1(小学校),2020/12/22,,080339,
B108222100168,ひたちなか市立高野小学校,08(茨城),茨城,茨城県ひたちなか市高野４７４,3120002,2(公),公,1(本),本,B1(小学校),2020/12/22,,080340,
B108222100177,ひたちなか市立田彦小学校,08(茨城),茨城,茨城県ひたちなか市田彦１４５７,3120063,2(公),公,1(本),本,B1(小学校),2020/12/22,,080341,
B108222100186,ひたちなか市立津田小学校,08(茨城),茨城,茨城県ひたちなか市津田東一丁目１番地１,3120036,2(公),公,1(本),本,B1(小学校),2020/12/22,,080342,
B108222100195,ひたちなか市立長堀小学校,08(茨城),茨城,茨城県ひたちなか市長堀町３－５－１,3120017,2(公),公,1(本),本,B1(小学校),2020/12/22,,080343,
B108222100202,ひたちなか市立外野小学校,08(茨城),茨城,茨城県ひたちなか市外野１丁目３０番１号,3120053,2(公),公,1(本),本,B1(小学校),2020/12/22,,080344,
B108222200014,鹿嶋市立大同東小学校,08(茨城),茨城,茨城県鹿嶋市荒井３７３,3112204,2(公),公,1(本),本,B1(小学校),2020/12/22,,080941,
B108222200023,鹿嶋市立大同西小学校,08(茨城),茨城,茨城県鹿嶋市武井２６４,3112206,2(公),公,1(本),本,B1(小学校),2020/12/22,,080942,
B108222200032,鹿嶋市立中野東小学校,08(茨城),茨城,茨城県鹿嶋市荒野１２２１,3112221,2(公),公,1(本),本,B1(小学校),2020/12/22,,080943,
B108222200041,鹿嶋市立中野西小学校,08(茨城),茨城,茨城県鹿嶋市中１７２９－３,3112213,2(公),公,1(本),本,B1(小学校),2020/12/22,,080944,
B108222200050,鹿嶋市立波野小学校,08(茨城),茨城,茨城県鹿嶋市明石５１６,3140002,2(公),公,1(本),本,B1(小学校),2020/12/22,,080951,
B108222200069,鹿嶋市立豊郷小学校,08(茨城),茨城,茨城県鹿嶋市須賀１１７０,3140047,2(公),公,1(本),本,B1(小学校),2020/12/22,,080952,
B108222200078,鹿嶋市立豊津小学校,08(茨城),茨城,茨城県鹿嶋市大船津２３２８－１,3140036,2(公),公,1(本),本,B1(小学校),2020/12/22,,080953,
B108222200087,鹿嶋市立鹿島小学校,08(茨城),茨城,茨城県鹿嶋市城山４－３－４３,3140038,2(公),公,1(本),本,B1(小学校),2020/12/22,,080954,
B108222200096,鹿嶋市立高松小学校,08(茨城),茨城,茨城県鹿嶋市粟生３０１,3140021,2(公),公,1(本),本,B1(小学校),2020/12/22,,080955,
B108222200103,鹿嶋市立平井小学校,08(茨城),茨城,茨城県鹿嶋市平井２０－２,3140012,2(公),公,1(本),本,B1(小学校),2020/12/22,,080956,
B108222200112,鹿嶋市立三笠小学校,08(茨城),茨城,茨城県鹿嶋市宮中２０４２－１,3140031,2(公),公,1(本),本,B1(小学校),2020/12/22,,080957,
B108222200121,鹿嶋市立鉢形小学校,08(茨城),茨城,茨城県鹿嶋市鉢形台３－１５－１,3140033,2(公),公,1(本),本,B1(小学校),2020/12/22,,080958,
B108222300013,潮来市立潮来小学校,08(茨城),茨城,茨城県潮来市潮来４７１,3112424,2(公),公,1(本),本,B1(小学校),2020/12/22,,081031,
B108222300022,潮来市立大生原小学校,08(茨城),茨城,茨城県潮来市水原１９８８－１,3112404,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2021/5/27,081036,
B108222300031,潮来市立延方小学校,08(茨城),茨城,茨城県潮来市小泉２０９０,3112442,2(公),公,1(本),本,B1(小学校),2020/12/22,,081037,
B108222300040,潮来市立津知小学校,08(茨城),茨城,茨城県潮来市辻８２９－１,3112421,2(公),公,1(本),本,B1(小学校),2020/12/22,,081039,
B108222300059,潮来市立日の出小学校,08(茨城),茨城,茨城県潮来市日の出３－１２－１,3112423,2(公),公,1(本),本,B1(小学校),2020/12/22,,081040,
B108222300068,潮来市立牛堀小学校,08(茨城),茨城,茨城県潮来市堀之内１２１９－１,3112433,2(公),公,1(本),本,B1(小学校),2020/12/22,,081041,
B108222400012,守谷市立守谷小学校,08(茨城),茨城,茨城県守谷市本町８５８,3020109,2(公),公,1(本),本,B1(小学校),2020/12/22,,081701,
B108222400021,守谷市立大井沢小学校,08(茨城),茨城,茨城県守谷市薬師台四丁目１２番地,3020105,2(公),公,1(本),本,B1(小学校),2020/12/22,,081702,
B108222400030,守谷市立大野小学校,08(茨城),茨城,茨城県守谷市野木崎４９２,3020117,2(公),公,1(本),本,B1(小学校),2020/12/22,,081703,
B108222400049,守谷市立高野小学校,08(茨城),茨城,茨城県守谷市高野１３４２,3020125,2(公),公,1(本),本,B1(小学校),2020/12/22,,081704,
B108222400058,守谷市立黒内小学校,08(茨城),茨城,茨城県守谷市百合ケ丘二丁目２３４９,3020110,2(公),公,1(本),本,B1(小学校),2020/12/22,,081705,
